gphi_d,gp_d,weighted_sse
-0.9526263880436137,-0.00012270846565787252,69.83031440347146
-0.8484597213769467,-0.00012270846565787252,78.09060484238557
-0.7442930547102802,-0.00012270846565787252,86.13072681869411
-0.6401263880436137,-0.00012270846565787252,93.19392752266315
-3.1401263880436137,0.0290439582010088,119.94182600541299
-3.035959721376947,0.0290439582010088,97.11676595946102
-2.93179305471028,0.0290439582010088,82.76586299969883
-2.8276263880436137,0.0290439582010088,83.6053804037043
-2.723459721376947,0.0290439582010088,80.90718405453505
-2.61929305471028,0.0290439582010088,68.6513588700167
-2.5151263880436137,0.0290439582010088,63.463838332591926
-2.4109597213769467,0.0290439582010088,54.39627440889968
-2.30679305471028,0.0290439582010088,48.24143702744929
-2.2026263880436137,0.0290439582010088,45.63957402604432
-2.0984597213769467,0.0290439582010088,42.643434994130715
-1.9942930547102802,0.0290439582010088,41.06068670352037
-1.8901263880436137,0.0290439582010088,40.595215487501754
-1.785959721376947,0.0290439582010088,41.106561862877065
-1.6817930547102802,0.0290439582010088,42.45057195319659
-1.5776263880436137,0.0290439582010088,45.07380755841215
-1.473459721376947,0.0290439582010088,48.72934382008834
-1.3692930547102802,0.0290439582010088,53.331004322198204
-1.2651263880436137,0.0290439582010088,51.41271428052856
-1.160959721376947,0.0290439582010088,57.552159679977606
-1.0567930547102802,0.0290439582010088,64.79329433647646
-0.9526263880436137,0.0290439582010088,69.39247769510663
-0.8484597213769467,0.0290439582010088,77.75170928944112
-0.7442930547102802,0.0290439582010088,86.3681596125911
-0.6401263880436137,0.0290439582010088,94.49102375156994
-3.1401263880436137,0.058210624867675476,108.29421165624507
-3.035959721376947,0.058210624867675476,86.16800734810262
-2.93179305471028,0.058210624867675476,73.14159905172133
-2.8276263880436137,0.058210624867675476,72.42543687640044
-2.723459721376947,0.058210624867675476,71.73402705694564
-2.61929305471028,0.058210624867675476,60.9804235698107
-2.5151263880436137,0.058210624867675476,55.745765443477026
-2.4109597213769467,0.058210624867675476,48.25586932813699
-2.30679305471028,0.058210624867675476,42.934175804220224
-2.2026263880436137,0.058210624867675476,40.99885584945925
-2.0984597213769467,0.058210624867675476,37.874094575711915
-1.9942930547102802,0.058210624867675476,37.05889612876711
-1.8901263880436137,0.058210624867675476,37.26450855310848
-1.785959721376947,0.058210624867675476,38.39342011650159
-1.6817930547102802,0.058210624867675476,40.59381666352483
-1.5776263880436137,0.058210624867675476,43.65218492538027
-1.473459721376947,0.058210624867675476,47.5390512031487
-1.3692930547102802,0.058210624867675476,52.52147854050993
-1.2651263880436137,0.058210624867675476,51.22696130935382
-1.160959721376947,0.058210624867675476,57.70275020047386
-1.0567930547102802,0.058210624867675476,65.07611010585241
-0.9526263880436137,0.058210624867675476,72.16609040256361
-0.8484597213769467,0.058210624867675476,78.4293877048226
-0.7442930547102802,0.058210624867675476,86.94773999084396
-0.6401263880436137,0.058210624867675476,96.34669362424555
-3.1401263880436137,0.08737729153434215,98.46471849489487
-3.035959721376947,0.08737729153434215,76.9478981867259
-2.93179305471028,0.08737729153434215,64.40599757186298
-2.8276263880436137,0.08737729153434215,64.09778313044481
-2.723459721376947,0.08737729153434215,64.82958081655974
-2.61929305471028,0.08737729153434215,55.54729419785128
-2.5151263880436137,0.08737729153434215,50.5886130974383
-2.4109597213769467,0.08737729153434215,43.97502223687558
-2.30679305471028,0.08737729153434215,38.73396111164035
-2.2026263880436137,0.08737729153434215,37.80965892819102
-2.0984597213769467,0.08737729153434215,35.04759544449769
-1.9942930547102802,0.08737729153434215,34.76031599270718
-1.8901263880436137,0.08737729153434215,35.83869723702489
-1.785959721376947,0.08737729153434215,37.233142372379014
-1.6817930547102802,0.08737729153434215,39.539894116976136
-1.5776263880436137,0.08737729153434215,43.485629847037906
-1.473459721376947,0.08737729153434215,48.03848653755904
-1.3692930547102802,0.08737729153434215,53.32358114270456
-1.2651263880436137,0.08737729153434215,52.50410914783373
-1.160959721376947,0.08737729153434215,59.25885422071464
-1.0567930547102802,0.08737729153434215,67.16734416670498
-0.9526263880436137,0.08737729153434215,74.70147872481533
-0.8484597213769467,0.08737729153434215,81.21198882154744
-0.7442930547102802,0.08737729153434215,90.46823980525468
-0.6401263880436137,0.08737729153434215,99.56283172642998
-3.1401263880436137,0.11654395820100877,90.50449725521548
-3.035959721376947,0.11654395820100877,71.67026242206515
-2.93179305471028,0.11654395820100877,57.68627619720028
-2.8276263880436137,0.11654395820100877,57.98297483583564
-2.723459721376947,0.11654395820100877,60.50941653434191
-2.61929305471028,0.11654395820100877,51.343141032290724
-2.5151263880436137,0.11654395820100877,47.07308423308383
-2.4109597213769467,0.11654395820100877,41.24128135071564
-2.30679305471028,0.11654395820100877,37.91030984273843
-2.2026263880436137,0.11654395820100877,35.919012430151554
-2.0984597213769467,0.11654395820100877,34.29036895042356
-1.9942930547102802,0.11654395820100877,34.27355823882655
-1.8901263880436137,0.11654395820100877,35.85100653391465
-1.785959721376947,0.11654395820100877,37.82973998020082
-1.6817930547102802,0.11654395820100877,40.760067913374286
-1.5776263880436137,0.11654395820100877,44.74646283703404
-1.473459721376947,0.11654395820100877,50.00325784538974
-1.3692930547102802,0.11654395820100877,55.71037578422164
-1.2651263880436137,0.11654395820100877,54.98368462425721
-1.160959721376947,0.11654395820100877,62.53051150895229
-1.0567930547102802,0.11654395820100877,69.17253411670927
-0.9526263880436137,0.11654395820100877,78.20306520663858
-0.8484597213769467,0.11654395820100877,84.66544127237574
-0.7442930547102802,0.11654395820100877,94.37841758678195
-0.6401263880436137,0.11654395820100877,104.3970537792016
-3.1401263880436137,0.14571062486767544,85.5078131135752
