condition,K_VD_rad_h,phi_star_rad,stability,delta_omega_rad_h,K_DV_rad_h
SP,0.006112224448897796,-3.1104839228711763,stable,0.0001963492545675738,0.012424951558233189
SP,0.006212424849699399,-0.03161064207192421,unstable,0.0001963492545675738,0.012424951558233189
SP,0.006212424849699399,-3.109982011517869,stable,0.0001963492545675738,0.012424951558233189
SP,0.006312625250501002,-0.03212901762441822,unstable,0.0001963492545675738,0.012424951558233189
SP,0.006312625250501002,-3.1094636359653745,stable,0.0001963492545675738,0.012424951558233189
SP,0.006412825651302605,-0.03266468114410781,unstable,0.0001963492545675738,0.012424951558233189
SP,0.006412825651302605,-3.1089279724456853,stable,0.0001963492545675738,0.012424951558233189
SP,0.006513026052104208,-0.0332185122964761,unstable,0.0001963492545675738,0.012424951558233189
SP,0.006513026052104208,-3.108374141293317,stable,0.0001963492545675738,0.012424951558233189
SP,0.006613226452905812,-0.033791451468429656,unstable,0.0001963492545675738,0.012424951558233189
SP,0.006613226452905812,-3.1078012021213635,stable,0.0001963492545675738,0.012424951558233189
SP,0.006713426853707414,-0.03438450510069169,unstable,0.0001963492545675738,0.012424951558233189
SP,0.006713426853707414,-3.107208148489102,stable,0.0001963492545675738,0.012424951558233189
SP,0.006813627254509018,-0.03499875159228871,unstable,0.0001963492545675738,0.012424951558233189
SP,0.006813627254509018,-3.1065939019975044,stable,0.0001963492545675738,0.012424951558233189
SP,0.006913827655310621,-0.035635347850060395,unstable,0.0001963492545675738,0.012424951558233189
SP,0.006913827655310621,-3.1059573057397323,stable,0.0001963492545675738,0.012424951558233189
SP,0.0070140280561122245,-0.0362955365669384,unstable,0.0001963492545675738,0.012424951558233189
SP,0.0070140280561122245,-3.1052971170228547,stable,0.0001963492545675738,0.012424951558233189
SP,0.007114228456913827,-0.03698065432541808,unstable,0.0001963492545675738,0.012424951558233189
SP,0.007114228456913827,-3.1046119992643746,stable,0.0001963492545675738,0.012424951558233189
SP,0.007214428857715431,-0.03769214063749482,unstable,0.0001963492545675738,0.012424951558233189
SP,0.007214428857715431,-3.1039005129522987,stable,0.0001963492545675738,0.012424951558233189
SP,0.007314629258517034,-0.03843154804983939,unstable,0.0001963492545675738,0.012424951558233189
SP,0.007314629258517034,-3.1031611055399537,stable,0.0001963492545675738,0.012424951558233189
SP,0.007414829659318637,-0.039200553463628385,unstable,0.0001963492545675738,0.012424951558233189
SP,0.007414829659318637,-3.102392100126165,stable,0.0001963492545675738,0.012424951558233189
SP,0.00751503006012024,-0.04000097084289278,unstable,0.0001963492545675738,0.012424951558233189
SP,0.00751503006012024,-3.1015916827469,stable,0.0001963492545675738,0.012424951558233189
SP,0.007615230460921844,-0.040834765514297544,unstable,0.0001963492545675738,0.012424951558233189
SP,0.007615230460921844,-3.1007578880754956,stable,0.0001963492545675738,0.012424951558233189
SP,0.007715430861723447,-0.041704070295884854,unstable,0.0001963492545675738,0.012424951558233189
SP,0.007715430861723447,-3.0998885832939083,stable,0.0001963492545675738,0.012424951558233189
SP,0.00781563126252505,-0.04261120373371341,unstable,0.0001963492545675738,0.012424951558233189
SP,0.00781563126252505,-3.0989814498560797,stable,0.0001963492545675738,0.012424951558233189
SP,0.007915831663326654,-0.043558690775071796,unstable,0.0001963492545675738,0.012424951558233189
SP,0.007915831663326654,-3.0980339628147213,stable,0.0001963492545675738,0.012424951558233189
SP,0.008016032064128256,-0.044549286266832855,unstable,0.0001963492545675738,0.012424951558233189
SP,0.008016032064128256,-3.0970433673229607,stable,0.0001963492545675738,0.012424951558233189
SP,0.00811623246492986,-0.0455860017400429,unstable,0.0001963492545675738,0.012424951558233189
SP,0.00811623246492986,-3.09600665184975,stable,0.0001963492545675738,0.012424951558233189
SP,0.008216432865731463,-0.046672136029905165,unstable,0.0001963492545675738,0.012424951558233189
SP,0.008216432865731463,-3.0949205175598884,stable,0.0001963492545675738,0.012424951558233189
SP,0.008316633266533067,-0.04781131038782105,unstable,0.0001963492545675738,0.012424951558233189
SP,0.008316633266533067,-3.0937813432019716,stable,0.0001963492545675738,0.012424951558233189
SP,0.008416833667334669,-0.049007508873909256,unstable,0.0001963492545675738,0.012424951558233189
SP,0.008416833667334669,-3.0925851447158834,stable,0.0001963492545675738,0.012424951558233189
SP,0.008517034068136272,-0.050265124980700904,unstable,0.0001963492545675738,0.012424951558233189
SP,0.008517034068136272,-3.091327528609092,stable,0.0001963492545675738,0.012424951558233189
SP,0.008617234468937876,-0.05158901563958995,unstable,0.0001963492545675738,0.012424951558233189
